,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101
0,1.0,0.28217757,0.28419852,0.40630305,-0.45142692,-0.43979493,-0.2929465,0.37051368,-0.2781964,0.23556185,0.11322527,0.24115148,0.15468076,-0.5948707,-0.67324036,0.4163067,0.16424443,-0.19305722,0.23908009,0.1728657,0.15036605,0.1379787,-0.16585723,-0.23138334,0.24563138,0.07151008,0.12268037,0.13995922,0.20027666,0.048218492,0.07492065,0.22314677,0.26946917,-0.2784039,0.16172928,0.07980395,0.27916232,0.3112703,0.33287385,0.1521039,0.3211253,0.275474,0.33644205,0.29199496,0.31338048,-0.3344168,0.09556005,0.24398145,0.29821333,0.22126615,-0.10572803,0.2355125,0.15980208,0.25831184,0.3480729,0.13649566,0.206117,0.23567684,0.25276062,0.23185031,-0.27312607,0.38631147,0.33930218,0.17474681,0.25635567,-0.71114653,0.734695,0.50295776,0.5575218,-0.22834712,0.21786088,0.42065293,0.15389909,0.2105812,0.4489989,0.40709,0.1449619,0.30864775,-0.2801414,-0.3349192,0.2146769,0.60722095,-0.30400133,-0.2710625,0.3352051,-0.47880155,-0.4037035,0.4624716,0.00078062416,0.43817148,0.29575896,0.15330148,0.42129567,0.37184298,0.40213794,0.32597142,0.29703546,0.27992913,0.12206282,0.42549416,0.47511366,0.2721754
1,0.28217757,1.0,0.80276746,0.6524895,-0.3397308,-0.38093966,-0.32654533,0.3484675,-0.3771562,0.19028871,0.1360689,0.28681645,0.15346102,-0.19236758,-0.22618394,0.27237543,0.1965074,-0.22563303,0.26651958,0.25269827,0.291284,0.21446855,-0.19963653,-0.27497348,0.34392005,0.11382547,0.16527328,0.21448968,0.31693548,0.10050465,0.09606886,0.2650572,0.3338069,-0.32182115,0.21704882,0.13969669,0.393395,0.36353728,0.4381012,0.22348803,0.46353552,0.46420413,0.44268224,0.40407437,0.4239034,-0.4702043,0.1445946,0.8016943,0.7621546,0.42710862,-0.13812411,0.46203002,0.28783566,0.61835784,0.48783302,0.2078975,0.2621041,0.24243386,0.28253108,0.21314026,-0.32656094,0.35716677,0.4718382,0.37316164,0.4265601,-0.21325034,0.23523581,0.20096594,0.2674924,-0.25128517,0.30596134,0.56309956,0.22987247,0.1730035,0.54167724,0.59418094,0.26231334,0.42500693,-0.42185998,-0.53685373,0.19230282,0.35324618,-0.53830034,-0.36301354,0.44183904,-0.46863133,-0.32344726,0.26639122,0.0005188872,0.5962025,0.4872797,0.19863291,0.4414818,0.3899361,0.33971134,0.5025733,0.4989568,0.44876903,0.16635484,0.33038592,0.33801222,0.2721369
2,0.28419852,0.8027675,1.0000001,0.5720276,-0.4075426,-0.42220145,-0.39664164,0.37551945,-0.4376714,0.21473487,0.14117084,0.29702434,0.16228369,-0.21132667,-0.23796363,0.28179017,0.22212286,-0.19821757,0.30151322,0.28276646,0.3032941,0.26354492,-0.2577038,-0.34622595,0.4092561,0.122569434,0.21205617,0.23524536,0.32039148,0.1132185,0.10861601,0.27258772,0.36561424,-0.34674335,0.22097775,0.14915796,0.4681765,0.42202502,0.48800263,0.24245195,0.5369332,0.5434792,0.5140748,0.46867666,0.50931394,-0.5454008,0.17477962,0.7415148,0.8026989,0.435571,-0.13892305,0.47645703,0.30787078,0.6272139,0.55663335,0.21442938,0.2903305,0.25256684,0.292169,0.25536698,-0.40050593,0.39110145,0.5610209,0.40004784,0.4213361,-0.22261168,0.25473765,0.23391373,0.3026606,-0.2913885,0.3203086,0.6083887,0.22303279,0.16274007,0.60195017,0.6627294,0.25909516,0.46497166,-0.4049154,-0.51872903,0.1950264,0.41217232,-0.5991816,-0.4132703,0.46335852,-0.5406107,-0.3502017,0.30778855,-0.0012247044,0.66806287,0.51187545,0.20463389,0.54432505,0.4202899,0.3756011,0.586381,0.5281565,0.48695502,0.17395723,0.34774154,0.4048563,0.28713834
3,0.40630305,0.6524895,0.5720276,1.0,-0.283667,-0.3573407,-0.2782909,0.31994015,-0.29241857,0.22896707,0.17762038,0.31129724,0.28683138,-0.22765638,-0.27501884,0.26954746,0.21066266,-0.24252427,0.26704872,0.25294772,0.29814255,0.1837341,-0.18557844,-0.2526526,0.26842913,0.11747929,0.1528862,0.15779054,0.31590396,0.10473654,0.11487025,0.44896644,0.37520692,-0.29877993,0.29542363,0.10928756,0.33654398,0.3775245,0.44849217,0.3694668,0.3759888,0.35303807,0.35042322,0.3308723,0.35563758,-0.38597998,0.11643796,0.60715806,0.5875939,0.31153455,-0.1732651,0.33886626,0.3026232,0.50156957,0.54299814,0.26637238,0.2630666,0.38895714,0.36964118,0.3258657,-0.26670256,0.31593573,0.40004674,0.32550493,0.48758718,-0.34076238,0.29381698,0.25301874,0.28672343,-0.24614559,0.28666106,0.47584245,0.1976839,0.16002934,0.49608976,0.47444233,0.2839371,0.38447282,-0.46408215,-0.5592896,0.29708531,0.37065545,-0.490091,-0.33378986,0.48831004,-0.4332417,-0.33944896,0.24775532,-0.0024227346,0.49611443,0.4804934,0.3172407,0.41565546,0.40505052,0.3224204,0.41967282,0.47450334,0.42499956,0.18572393,0.3873909,0.30588067,0.43268242
4,-0.45142698,-0.3397308,-0.4075426,-0.283667,1.0,0.5025786,0.36970815,-0.35981762,0.50288117,-0.36971617,-0.109185986,-0.229535,-0.10922105,0.40943566,0.43781513,-0.40138674,-0.2449336,0.19431123,-0.3766058,-0.2988845,-0.17391077,-0.23546942,0.2504301,0.31472668,-0.5170532,-0.12267028,-0.234667,-0.2674817,-0.2187918,-0.053831726,-0.0690163,-0.18015797,-0.26806265,0.28273696,-0.14514537,-0.11210912,-0.44635075,-0.36973053,-0.38250184,-0.14585043,-0.5050481,-0.5486745,-0.49324974,-0.4461339,-0.47368306,0.5094924,-0.19946647,-0.2991093,-0.42223,-0.3599043,0.10536873,-0.30575833,-0.21578696,-0.3561121,-0.36461902,-0.13879599,-0.27373648,-0.2344505,-0.23722343,-0.24849863,0.38102815,-0.36755064,-0.4757191,-0.2633804,-0.26040363,0.33307397,-0.3737283,-0.26629204,-0.44002005,0.24516311,-0.27492887,-0.52786,-0.13615632,-0.14714372,-0.50895154,-0.57808465,-0.15055822,-0.3494525,0.26056522,0.34460786,-0.18564907,-0.42635968,0.44314173,0.31519008,-0.32032087,0.5727077,0.29115626,-0.30702063,-0.0011072248,-0.567467,-0.42726943,-0.13967721,-0.50857866,-0.31429493,-0.35241985,-0.4013121,-0.36323532,-0.34097856,-0.14245428,-0.25510716,-0.4833551,-0.20880052
5,-0.43979487,-0.38093963,-0.42220142,-0.35734066,0.50257856,0.99999994,0.4515669,-0.5008418,0.48355982,-0.3723245,-0.18480556,-0.34099567,-0.19286603,0.39042357,0.43554747,-0.37394685,-0.31466973,0.22198711,-0.4814204,-0.3734966,-0.3409152,-0.24264897,0.24192476,0.3196459,-0.44309855,-0.21853212,-0.2710871,-0.20477094,-0.23351768,-0.094765835,-0.10250855,-0.24029899,-0.3155077,0.36647192,-0.23450659,-0.3360968,-0.40211722,-0.4211692,-0.40118542,-0.1594681,-0.5355064,-0.49536332,-0.53839326,-0.49538875,-0.5322114,0.5339975,-0.20919219,-0.3797353,-0.4935429,-0.43085244,0.20440233,-0.47420093,-0.29743832,-0.40157077,-0.39339888,-0.21405582,-0.31076545,-0.3243212,-0.35985205,-0.42688298,0.34178236,-0.5469493,-0.47820938,-0.44823268,-0.4019152,0.42409098,-0.3743287,-0.3586939,-0.45179868,0.28140667,-0.29075453,-0.5247156,-0.15722768,-0.17104997,-0.5785293,-0.5876417,-0.31884405,-0.4646345,0.40383795,0.4361473,-0.27094325,-0.57395345,0.527403,0.34209448,-0.34702173,0.60326165,0.48820493,-0.38596648,-0.0012880573,-0.62041926,-0.5036631,-0.28815314,-0.41207233,-0.503194,-0.46590587,-0.54102015,-0.49226642,-0.5402763,-0.17583998,-0.45395127,-0.6296862,-0.31741697
6,-0.29294652,-0.32654536,-0.39664167,-0.2782909,0.36970815,0.45156693,1.0,-0.7207902,0.7368094,-0.19969109,-0.07446096,-0.15476608,-0.10315929,0.23903649,0.26234505,-0.23245832,-0.13491338,0.116753355,-0.17871433,-0.14439508,-0.119883955,-0.14275903,0.15402727,0.25710282,-0.40573034,-0.065586686,-0.108027786,-0.3808874,-0.22383076,-0.044034727,-0.06975804,-0.1506184,-0.3078204,0.4870072,-0.093441196,-0.11659241,-0.36709794,-0.35152024,-0.30359676,-0.16005817,-0.68396217,-0.55904555,-0.6775935,-0.617187,-0.7019144,0.6900846,-0.13793628,-0.2858924,-0.4128642,-0.2785878,0.08163884,-0.31098852,-0.14326406,-0.29161447,-0.29407007,-0.107650675,-0.25789937,-0.14942603,-0.1753351,-0.18060154,0.43828332,-0.5795404,-0.64880353,-0.24656582,-0.18434647,0.2683205,-0.23637912,-0.2850079,-0.28942472,0.28653777,-0.42549822,-0.448425,-0.17051013,-0.13771631,-0.5250534,-0.5297057,-0.13195111,-0.46321064,0.18492259,0.28521094,-0.14203228,-0.5450479,0.49461314,0.46333784,-0.32028496,0.5138441,0.41827556,-0.67034584,-0.002236852,-0.5852581,-0.28272086,-0.12758254,-0.4768559,-0.35868338,-0.7015399,-0.43480888,-0.37029666,-0.36691916,-0.13605033,-0.40588796,-0.5247944,-0.2042956
7,0.37051365,0.3484675,0.37551942,0.31994012,-0.35981762,-0.5008418,-0.7207901,0.99999994,-0.5685754,0.22074538,0.10534732,0.19670859,0.133716,-0.31330863,-0.33337992,0.29814586,0.15161633,-0.14911479,0.21626933,0.2021752,0.1609856,0.17794424,-0.18220423,-0.2795807,0.3920264,0.09266873,0.17198779,0.2958616,0.28769866,0.065943606,0.08970489,0.19574404,0.3401157,-0.5427478,0.121974014,0.16242489,0.3778916,0.4493173,0.3523726,0.2006569,0.56865275,0.485293,0.5780201,0.5549569,0.58519167,-0.58230674,0.13362023,0.31714284,0.42661586,0.32374832,-0.112207554,0.39751056,0.1905847,0.37700173,0.3564566,0.14510602,0.28635907,0.18769272,0.20891264,0.21042544,-0.4328632,0.67409235,0.58383477,0.31257224,0.2586338,-0.32772815,0.28275093,0.35441133,0.33009765,-0.31111562,0.38042483,0.50206393,0.20711556,0.18317574,0.527646,0.56053567,0.1794816,0.51199174,-0.24829762,-0.34707856,0.17383917,0.53258723,-0.5261043,-0.4425933,0.38601464,-0.52485514,-0.42393172,0.5780671,-0.00047902833,0.5820421,0.3293945,0.17826062,0.47958818,0.38516906,0.73590624,0.4360745,0.4536936,0.4086227,0.16375533,0.4713718,0.5189932,0.27520004
8,-0.2781964,-0.3771562,-0.4376714,-0.29241857,0.5028811,0.48355985,0.7368094,-0.5685754,1.0,-0.26352906,-0.07635841,-0.17569527,-0.11075207,0.22368638,0.25438747,-0.2323556,-0.16332166,0.13408846,-0.21467216,-0.1703043,-0.12348851,-0.19435105,0.22048505,0.28724444,-0.5149577,-0.078887746,-0.13715793,-0.39696458,-0.25140563,-0.040793605,-0.066848606,-0.15812156,-0.3324096,0.42598727,-0.0994075,-0.13706909,-0.44632527,-0.33580458,-0.36163744,-0.15892269,-0.7302444,-0.69973683,-0.72328705,-0.6563441,-0.7140856,0.7013217,-0.20412156,-0.32041135,-0.44675547,-0.3682004,0.108799264,-0.32957658,-0.16026473,-0.31339902,-0.3229521,-0.13347657,-0.30546418,-0.18418203,-0.21980818,-0.25471047,0.44204906,-0.5026886,-0.6769078,-0.23966272,-0.21700689,0.2385876,-0.22960374,-0.2517223,-0.27858186,0.29263344,-0.4414278,-0.5026736,-0.17541979,-0.12529044,-0.543921,-0.5888508,-0.14089544,-0.49713793,0.21647546,0.32456136,-0.15877922,-0.5160357,0.5473253,0.45837644,-0.3634037,0.5514607,0.4217967,-0.58366853,-0.0051107453,-0.614064,-0.3748092,-0.15001833,-0.48313177,-0.38095123,-0.572311,-0.451969,-0.35052407,-0.37730247,-0.16044231,-0.3658553,-0.53585577,-0.20971614
9,0.23556185,0.19028871,0.21473485,0.22896707,-0.36971614,-0.37232453,-0.19969109,0.22074538,-0.26352906,1.0,0.5085358,0.42026997,0.3587076,-0.16570297,-0.17851588,0.25520584,0.56764495,-0.29466194,0.5231862,0.46625695,0.2732945,0.15120985,-0.14345182,-0.17001523,0.37117037,0.18037051,0.29575,0.13864286,0.15574786,0.12266056,0.1332469,0.326092,0.20496236,-0.18049645,0.41423735,0.12036118,0.270059,0.3196353,0.26076,0.09628098,0.29286364,0.2572037,0.2794036,0.28399414,0.28976715,-0.30299324,0.25807324,0.19325662,0.27763915,0.25584346,-0.5494194,0.25558886,0.40583476,0.26577574,0.3132586,0.45927593,0.4808267,0.50723267,0.44916344,0.50710565,-0.15494686,0.19728388,0.24509221,0.33365873,0.42205647,-0.19409917,0.19609308,0.11420649,0.16148278,-0.13519907,0.16972256,0.23019592,0.086600766,0.111339875,0.34121144,0.28009695,0.39001963,0.24031737,-0.44696188,-0.48645896,0.40064314,0.24976653,-0.40467727,-0.19865265,0.23127784,-0.44463393,-0.26692763,0.15850967,0.0037431826,0.27212584,0.43477136,0.4553694,0.22033933,0.47512013,0.19245012,0.3099778,0.344499,0.29799277,0.2904159,0.23991008,0.5364824,0.33449686
